#,CUSTOM.date [local], CUSTOM.updateTime [local], OSD.flyTime, OSD.flyTime [s], OSD.latitude, OSD.longitude, OSD.height [ft], OSD.heightMax [ft], OSD.vpsHeight [ft], OSD.altitude [ft], OSD.hSpeed [MPH], OSD.hSpeedMax [MPH], OSD.xSpeed [MPH], OSD.xSpeedMax [MPH], OSD.ySpeed [MPH], OSD.ySpeedMax [MPH], OSD.zSpeed [MPH], OSD.zSpeedMax [MPH], OSD.pitch, OSD.roll, OSD.yaw, OSD.yaw [360], OSD.flycState, OSD.flycCommand, OSD.flightAction, OSD.gpsNum, OSD.gpsLevel, OSD.isGPSUsed, OSD.nonGPSCause, OSD.droneType, OSD.isSwaveWork, OSD.waveError, OSD.goHomeStatus, OSD.batteryType, OSD.ctrlDevice, OSD.isOnGround, OSD.isMotorOn, OSD.isMotorBlocked, OSD.motorStartFailedCause, OSD.motorFailReason, OSD.isImuPreheated, OSD.imuInitFailReason, OSD.isAcceletorOverRange, OSD.isBarometerDeadInAir, OSD.isCompassError, OSD.isGoHomeHeightModified, OSD.canIOCWork, OSD.isNotEnoughForce, OSD.isOutOfLimit, OSD.isPropellerCatapult, OSD.isVibrating, OSD.isVisionUsed, OSD.voltageWarning, GIMBAL.mode, GIMBAL.pitch, GIMBAL.roll, GIMBAL.yaw, GIMBAL.yaw [360], GIMBAL.isPitchAtLimit, GIMBAL.isRollAtLimit, GIMBAL.isYawAtLimit, GIMBAL.isStuck, CAMERA.isPhoto, CAMERA.isVideo, CAMERA.filename, CAMERA.sdCardIsInserted, CAMERA.sdCardState, RC.downlinkSignal, RC.uplinkSignal, RC.aileron, RC.elevator, RC.throttle, RC.rudder, RC.mode, RC.goHomeDepressed, RC.recordDepressed, RC.shutterDepressed, RC.playbackDepressed, RC.wheelDepressed, RC.wheelOffset, RC.custom1Depressed, RC.custom2Depressed, RC.custom3Depressed, RC.custom4Depressed, BATTERY.chargeLevel, BATTERY.currentPV [V], BATTERY.currentCapacity [mAh], BATTERY.fullCapacity [mAh], BATTERY.voltage [V], BATTERY.isCellVoltageEstimated, BATTERY.cellVoltage1 [V], BATTERY.cellVoltage2 [V], BATTERY.cellVoltage3 [V], BATTERY.cellVoltage4 [V], BATTERY.maxCellVoltageDeviation, BATTERY.isCellVoltageDeviationHigh, BATTERY.isVoltageLow, BATTERY.current [A], BATTERY.temperature [F], BATTERY.minTemperature [F], BATTERY.maxTemperature [F], BATTERY.usefulTime [s], BATTERY.goHomeTime [s], BATTERY.landTime [s], BATTERY.goHomeBattery, BATTERY.landBattery, BATTERY.safeFlyRadius, BATTERY.volumeConsume, BATTERY.status, BATTERY.goHomeStatus, BATTERY.goHomeCountdown, BATTERY.lowWarning, BATTERY.lowWarningGoHome, BATTERY.seriousLowWarning, BATTERY.seriousLowWarningLanding, BATTERY.timesCharged, MC.failSafeAction, HOME.latitude, HOME.longitude, HOME.distance [ft], HOME.height [ft], HOME.heightLimit [ft], HOME.isHomeRecord, HOME.goHomeMode, HOME.aircraftHeadDirection, HOME.isDynamicHomePointEnabled, HOME.isReachedLimitDistance, HOME.isReachedLimitHeight, HOME.isCompassCeleing, HOME.compassCeleStatus, HOME.isMultipleFlightModeEnabled, HOME.isBeginnerMode, HOME.isIOCEnabled, HOME.iocMode, HOME.goHomeHeight [ft], HOME.courseLockAngle, HOME.forceLandingHeight [ft], HOME.wind, HOME.dataRecorderFileIndex, RECOVER.appType, RECOVER.appVersion, RECOVER.aircraftName, RECOVER.aircraftSerial, RECOVER.cameraSerial, RECOVER.rcSerial, RECOVER.batterySerial, DETAILS.totalTime [s], DETAILS.totalDistance [ft], DETAILS.maxHeight [ft], DETAILS.maxHorizontalSpeed [MPH], DETAILS.maxVerticalSpeed [MPH], DETAILS.photoNum, DETAILS.videoTime [s], DETAILS.aircraftName, DETAILS.aircraftSerial, DETAILS.cameraSerial, DETAILS.rcSerial, DETAILS.batterySerial, DETAILS.appName, DETAILS.appType, DETAILS.appVersion, APPGPS.latitude, APPGPS.longitude, APPGPS.accuracy, APP.message, APP.tip, APP.warning
1,6/19/2018,0:57:21,0m 0.7s,0.7,39.96119665,-106.2164539,0,0,0.3,8128,0,0,0,0,0,0,0,0,0,0.7,-111.6,248.4,Starting Motors,Other (34),Takeoff (App Auto),15,5,TRUE,,Phantom 4 Pro V2,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-111.6,248.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,37,15.179,2243,6064,15.181,FALSE,3.796,3.798,3.798,3.795,0.003,FALSE,FALSE,63.91,107.5,107.5,107.5,0,3,0,15,10,6333.5,1623.97,,Idle,0,30,FALSE,10,TRUE,0,Go Home,39.96120999,-106.21645,5,7854.1,1312.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,,9.8,Calm,5,Android, 4.2.16,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,366.9,8704.1,164.4,30.5,11.9,0,0,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,,Android, 4.2.16,,,,Data Recorder File Index is 5.,,
2,6/19/2018,0:57:21,0m 0.8s,0.8,39.96119667,-106.2164539,0,0,0.3,8128,0,0,0,0,0,0,0,0,0,0.7,-111.5,248.5,Starting Motors,Other (34),Takeoff (App Auto),15,5,TRUE,,Phantom 4 Pro V2,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-111.6,248.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,37,15.179,2243,6064,15.181,FALSE,3.796,3.798,3.798,3.795,0.003,FALSE,FALSE,63.91,107.5,107.5,107.5,0,3,0,15,10,6333.5,1623.97,,Idle,0,30,FALSE,10,TRUE,0,Go Home,39.96120999,-106.21645,5,7854.1,1312.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,,9.8,Calm,5,Android, 4.2.16,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,366.9,8704.1,164.4,30.5,11.9,0,0,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,,Android, 4.2.16,,,,,,
3,6/19/2018,0:57:21,0m 0.9s,0.9,39.96119662,-106.2164538,0,0,0.3,8128,0,0,0,0,0,0,0,0,0.1,0.7,-111.6,248.4,Starting Motors,Other (34),Takeoff (App Auto),15,5,TRUE,,Phantom 4 Pro V2,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-111.6,248.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,37,15.179,2243,6064,15.181,FALSE,3.796,3.798,3.798,3.795,0.003,FALSE,FALSE,63.91,107.5,107.5,107.5,0,3,0,15,10,6333.5,1623.97,,Idle,0,30,FALSE,10,TRUE,0,Go Home,39.96120999,-106.21645,5,7854.1,1312.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,,9.8,Calm,5,Android, 4.2.16,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,366.9,8704.1,164.4,30.5,11.9,0,0,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,,Android, 4.2.16,,,,,,
4,6/19/2018,0:57:21,0m 1.0s,1,39.96119662,-106.2164537,0,0,0.3,8128,0,0,0,0,0,0,0,0,0.1,0.8,-111.5,248.5,Starting Motors,Other (34),Takeoff (App Auto),15,5,TRUE,,Phantom 4 Pro V2,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-111.6,248.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,37,15.179,2243,6064,15.181,FALSE,3.796,3.798,3.798,3.795,0.003,FALSE,FALSE,63.91,107.5,107.5,107.5,0,3,0,15,10,6333.5,1623.97,,Idle,0,30,FALSE,10,TRUE,0,Go Home,39.96120999,-106.21645,5,7854.1,1312.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,,9.8,Calm,5,Android, 4.2.16,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,366.9,8704.1,164.4,30.5,11.9,0,0,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,,Android, 4.2.16,,,,,,
5,6/19/2018,0:57:21,0m 1.1s,1.1,39.96119662,-106.2164538,0,0,0.3,8128,0,0,0,0,0,0,0,0,0.1,0.7,-111.6,248.4,Starting Motors,Other (34),Takeoff (App Auto),15,5,TRUE,,Phantom 4 Pro V2,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-111.6,248.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,37,15.179,2243,6064,15.181,FALSE,3.796,3.798,3.798,3.795,0.003,FALSE,FALSE,63.91,107.5,107.5,107.5,0,3,0,15,10,6333.5,1623.97,,Idle,0,30,FALSE,10,TRUE,0,Go Home,39.96120999,-106.21645,5,7854.1,1312.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,,9.8,Calm,5,Android, 4.2.16,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,366.9,8704.1,164.4,30.5,11.9,0,0,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,,Android, 4.2.16,,,,,,
6,6/19/2018,0:57:22,0m 1.2s,1.2,39.96119662,-106.2164538,0,0,0.3,8128,0,0,0,0,0,0,0,0,0.1,0.8,-111.5,248.5,Starting Motors,Other (34),Takeoff (App Auto),15,5,TRUE,,Phantom 4 Pro V2,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-111.6,248.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,37,15.179,2243,6064,15.181,FALSE,3.796,3.798,3.798,3.795,0.003,FALSE,FALSE,63.91,107.5,107.5,107.5,0,3,0,15,10,6333.5,1623.97,,Idle,0,30,FALSE,10,TRUE,0,Go Home,39.96120999,-106.21645,5,7854.1,1312.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,,9.8,Calm,5,Android, 4.2.16,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,366.9,8704.1,164.4,30.5,11.9,0,0,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,,Android, 4.2.16,,,,,,
7,6/19/2018,0:57:22,0m 1.3s,1.3,39.96119655,-106.2164539,0,0,0.3,8128,0,0,0,0,0,0,0,0,0.1,0.8,-111.5,248.5,Starting Motors,Other (34),Takeoff (App Auto),15,5,TRUE,,Phantom 4 Pro V2,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-111.6,248.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,37,15.179,2243,6064,15.181,FALSE,3.796,3.798,3.798,3.795,0.003,FALSE,FALSE,63.91,107.5,107.5,107.5,0,3,0,15,10,6333.5,1623.97,,Idle,0,30,FALSE,10,TRUE,0,Go Home,39.96120999,-106.21645,5,7854.1,1312.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,,9.8,Calm,5,Android, 4.2.16,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,366.9,8704.1,164.4,30.5,11.9,0,0,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,,Android, 4.2.16,,,,,,
8,6/19/2018,0:57:22,0m 1.4s,1.4,39.96119655,-106.216454,0,0,0.3,8128,0,0,0,0,0,0,0,0,0.1,0.8,-111.5,248.5,Starting Motors,Other (34),Takeoff (App Auto),15,5,TRUE,,Phantom 4 Pro V2,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-111.6,248.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,37,15.179,2243,6064,15.181,FALSE,3.796,3.798,3.798,3.795,0.003,FALSE,FALSE,63.91,107.5,107.5,107.5,0,3,0,15,10,6333.5,1623.97,,Idle,0,30,FALSE,10,TRUE,0,Go Home,39.96120999,-106.21645,5,7854.1,1312.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,,9.8,Calm,5,Android, 4.2.16,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,366.9,8704.1,164.4,30.5,11.9,0,0,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,,Android, 4.2.16,,,,,,
9,6/19/2018,0:57:22,0m 1.5s,1.5,39.96119655,-106.216454,0,0,0.3,8128,0,0,0,0,0,0,0,0,0.1,0.8,-111.6,248.4,Auto Takeoff,Other (34),Takeoff (App Auto),15,5,TRUE,,Phantom 4 Pro V2,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-111.6,248.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,37,15.179,2243,6064,15.181,FALSE,3.796,3.798,3.798,3.795,0.003,FALSE,FALSE,63.91,107.5,107.5,107.5,0,3,0,15,10,6333.5,1623.97,,Idle,0,30,FALSE,10,TRUE,0,Go Home,39.96120999,-106.21645,5,7854.1,1312.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,,9.8,Calm,5,Android, 4.2.16,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,366.9,8704.1,164.4,30.5,11.9,0,0,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,,Android, 4.2.16,,,,,,
10,6/19/2018,0:57:22,0m 1.6s,1.6,39.96119655,-106.2164541,0,0,0.3,8128,0,0,0,0,0,0,0,0,0.1,0.8,-111.6,248.4,Auto Takeoff,Other (34),Takeoff (App Auto),15,5,TRUE,,Phantom 4 Pro V2,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,-111.6,248.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,37,15.179,2243,6064,15.181,FALSE,3.796,3.798,3.798,3.795,0.003,FALSE,FALSE,63.91,107.5,107.5,107.5,0,3,0,15,10,6333.5,1623.97,,Idle,0,30,FALSE,10,TRUE,0,Go Home,39.96120999,-106.21645,5,7854.1,1312.3,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,,9.8,Calm,5,Android, 4.2.16,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,366.9,8704.1,164.4,30.5,11.9,0,0,DF062 - Phantom4Pro V2,11VKF4U00200CZ,0BDDF5F00100F7,0WGUF3V00100CX,0DQAF5H032053Y,,Android, 4.2.16,,,,,,
